,GSM3304988,GSM3304990,GSM3305006,GSM3305012,GSM3305060,GSM3305062,GSM3305064,GSM3305069,GSM3305076,GSM3305078,GSM3305083,GSM3305085,GSM3305086,HP.7,HP.8,HP.9,HP.10,AP.1,AP.2,AP.3,AP.4,AP.5,AP.6
GSM3305083,0.9035041474621273,0.900738601162391,0.947188148498129,0.9134167302980891,0.9378971613007661,0.9452030644994215,0.9162827441704752,0.8946403398909444,0.9411871422913547,0.9023983078945447,1.0,0.8643565990286538,0.928021063313489,0.9080260068848905,0.9121781778685386,0.878344718429195,0.9346046498517794,0.9453474468312306,0.9409096702506826,0.9471528257439581,0.9341346644928442,0.8621932487687766,0.9048780526045794
GSM3305085,0.8440388502910646,0.7847516309120669,0.8701421297045044,0.8713127596579443,0.841703012979159,0.845396443044935,0.8079116213193019,0.8742356974218776,0.840399892105697,0.7745799771457049,0.8643565990286538,1.0,0.8727035681145118,0.8313529074558613,0.8469168051954429,0.8308461056381695,0.8715298898664375,0.8582605964846384,0.8368266624734264,0.8280707665272622,0.844413822578885,0.7530743439707946,0.8562252597388643
GSM3305086,0.9098005649321771,0.8895566327426093,0.9233002745735277,0.9297695632842796,0.8998594331575986,0.9208197058178442,0.9179187588150791,0.909360247462629,0.9239309407057027,0.8917098241691909,0.928021063313489,0.8727035681145118,1.0,0.8974018273589399,0.8978864624660111,0.8736614026700701,0.9349809648926483,0.946459527081781,0.9246371775652915,0.9314457093520868,0.9262708035497702,0.861705343873109,0.8992037857023262
HP.7,0.9269785236866006,0.9037259822651056,0.9220292728370822,0.9303602246760678,0.9022569629200377,0.9352697988922983,0.9030063204809913,0.906716291801338,0.9307076628703722,0.8982798614172057,0.9080260068848905,0.8313529074558613,0.8974018273589399,1.0,0.977301354330058,0.9477915345510692,0.945845268565885,0.9057825507328352,0.9318915201980384,0.8994654946299084,0.8946124414732823,0.8298025028023078,0.888032566721888
HP.8,0.9270282275178962,0.9025207319472333,0.9233108929922516,0.9330776678116993,0.9002519696636803,0.9368325530345518,0.9005283490867165,0.9051594447237683,0.9256281579937953,0.8932340307675288,0.9121781778685386,0.8469168051954429,0.8978864624660111,0.977301354330058,1.0,0.9345424298419233,0.9419103026282653,0.9067870372441578,0.9451441032602813,0.9028170127937007,0.9088059514981188,0.8370987863916003,0.9173757528742348
HP.9,0.9036126189439339,0.8928936542971093,0.9055679130125854,0.9143934551193595,0.8564658879077032,0.9067646135644596,0.8864356233938884,0.8881437416171781,0.9150493444564824,0.8875508665966129,0.878344718429195,0.8308461056381695,0.8736614026700701,0.9477915345510692,0.9345424298419233,1.0,0.9302241725453805,0.8679220479979606,0.8826231231715428,0.8545386646617941,0.8741018008616683,0.8276269184554009,0.8736424988923887
HP.10,0.9413324520427432,0.9178789413672451,0.945462217653216,0.9546698823295623,0.9223261418232505,0.9470874981896842,0.9284512932937407,0.9305835206082942,0.9513561274370396,0.9222127579662712,0.9346046498517794,0.8715298898664375,0.9349809648926483,0.945845268565885,0.9419103026282653,0.9302241725453805,1.0,0.9381713072813823,0.9478168953103685,0.9284970723140722,0.923947329656239,0.8548018261450211,0.9176891862761409
AP.1,0.9215851271601513,0.916609316841654,0.935334107099695,0.9341401448425112,0.9215505997258282,0.9436197308641828,0.9346307043853485,0.9107107312567456,0.9463799665192254,0.9152819988087455,0.9453474468312306,0.8582605964846384,0.946459527081781,0.9057825507328352,0.9067870372441578,0.8679220479979606,0.9381713072813823,1.0,0.9471951576120087,0.9656059458901729,0.954355106559898,0.8670521587323448,0.9201142050174252
AP.2,0.9325930393511377,0.9203508195271297,0.9281169764310133,0.9361782806610276,0.9231889219719525,0.9494700087347426,0.9273466095444849,0.9080710729344998,0.9427983120284921,0.9172584868742156,0.9409096702506826,0.8368266624734264,0.9246371775652915,0.9318915201980384,0.9451441032602813,0.8826231231715428,0.9478168953103685,0.9471951576120087,1.0,0.954205645379207,0.9327976374544639,0.8538504221818463,0.9347938189773697
AP.3,0.9141941912404613,0.9258731017950199,0.9319009260441264,0.9222225148705199,0.9272275962800302,0.9476597326068164,0.9373318578088662,0.8891397070412226,0.9395465324562808,0.9225955633812768,0.9471528257439581,0.8280707665272622,0.9314457093520868,0.8994654946299084,0.9028170127937007,0.8545386646617941,0.9284970723140722,0.9656059458901729,0.954205645379207,1.0,0.9514803043013581,0.8671672710180935,0.9010841733281629
AP.4,0.9131939506672532,0.9235193375976221,0.9262725772133323,0.9230979254851743,0.8940389558461302,0.9350250382506587,0.9303963060870141,0.8975555089856325,0.9470975538266165,0.9135182523799613,0.9341346644928442,0.844413822578885,0.9262708035497702,0.8946124414732823,0.9088059514981188,0.8741018008616683,0.923947329656239,0.954355106559898,0.9327976374544639,0.9514803043013581,1.0,0.8994454138961488,0.9253539533738564
AP.5,0.8585889524498838,0.8937925049127572,0.8665753998110712,0.8713219891852264,0.7696370157526596,0.8656518171091614,0.8778868771559301,0.8195179195426459,0.8837011935235175,0.8811894190888326,0.8621932487687766,0.7530743439707946,0.861705343873109,0.8298025028023078,0.8370987863916003,0.8276269184554009,0.8548018261450211,0.8670521587323448,0.8538504221818463,0.8671672710180935,0.8994454138961488,1.0,0.8319151562007281
AP.6,0.9040443319980022,0.8833479731407408,0.8943965208716864,0.9092168663004824,0.876297200064866,0.9080758944965143,0.8938053367873892,0.9063194190003905,0.9240743710399931,0.8715665618641595,0.9048780526045794,0.8562252597388643,0.8992037857023262,0.888032566721888,0.9173757528742348,0.8736424988923887,0.9176891862761409,0.9201142050174252,0.9347938189773697,0.9010841733281629,0.9253539533738564,0.8319151562007281,1.0
