,GSM3304988,GSM3304990,GSM3305006,GSM3305012,GSM3305060,GSM3305062,GSM3305064,GSM3305069,GSM3305076,GSM3305078,GSM3305083,GSM3305085,GSM3305086,HP.7,HP.8,HP.9,HP.10,AP.1,AP.2,AP.3,AP.4,AP.5,AP.6
GSM3305085,0.8345294189629046,0.7668774506900868,0.8604579689763735,0.8629891793989658,0.8379002092342062,0.8332536098835658,0.7922976171545318,0.8657512834637267,0.8293997700698179,0.7563074944804652,0.8555599778301947,1.0,0.8644689275103752,0.8260012976757611,0.8376386252379059,0.8262214237705886,0.8652311356789968,0.8504670426174245,0.8255320993545584,0.8151841847830866,0.8320295573862734,0.7436001063045143,0.8444689681445379
GSM3305086,0.905552808539607,0.8807361256407719,0.9232817596269586,0.9275857746664589,0.9039920635588776,0.9202502921510682,0.9116121023445397,0.9033796554455983,0.9214780719994619,0.8864501152666856,0.9287153887476928,0.8644689275103752,1.0,0.898298526438719,0.8959135824922011,0.875594227417035,0.9352830256444009,0.948015843903922,0.9229335803384142,0.9303037670451695,0.9237969650455389,0.8617548842107955,0.8908282435019393
HP.7,0.9258759627254489,0.8959694333732008,0.9178112345501835,0.9289624150310756,0.9025160282986741,0.9340813911175707,0.8989008297371264,0.9046309625285505,0.9295545314902589,0.8902700527123105,0.9049715745557257,0.8260012976757611,0.898298526438719,1.0,0.9777716239435759,0.9509466015767134,0.9487583393485881,0.9079279996940408,0.932308336418877,0.899433034731651,0.8968837612767612,0.8313436269838752,0.8870999351038059
HP.8,0.9246724793349379,0.8931749841771955,0.9168627079803681,0.9310222220108784,0.8972389627553914,0.9338912147668256,0.8949068544901536,0.9012763661061336,0.9237312538877002,0.8831362520049607,0.9066317735249141,0.8376386252379059,0.8959135824922011,0.9777716239435759,1.0,0.9355696890211618,0.9433067238528489,0.9069170792067711,0.9449023883478395,0.9001362569828312,0.9099431089567902,0.8363066392121326,0.9179628730387794
HP.9,0.904667609485052,0.8866091422637492,0.9023399312692048,0.9143344171388008,0.8649725327640404,0.9100653195429369,0.8843853921707346,0.8899998354969733,0.9174420139861345,0.8809520015765732,0.8795722902157995,0.8262214237705886,0.875594227417035,0.9509466015767134,0.9355696890211618,1.0,0.9346112508616627,0.874902687338557,0.886042063187233,0.8584725512038546,0.8779127656408393,0.8298047114854633,0.8744817778383944
HP.10,0.9422161539760803,0.9114358216423646,0.9431160101998051,0.9534380068540157,0.9216520942241891,0.9494079651654,0.923487046044982,0.9283018076140093,0.9528611449641161,0.9147223309118724,0.9351297497277677,0.8652311356789968,0.9352830256444009,0.9487583393485881,0.9433067238528489,0.9346112508616627,1.0,0.9431883117920813,0.9491752752092483,0.9309300190910927,0.9271867476013931,0.8607211268242458,0.9157010237082168
AP.1,0.9193311281016517,0.915577022561663,0.9377702096299482,0.9348829680983728,0.9257907167406977,0.9448115104567802,0.9358869132689812,0.9033988082449886,0.9471608104188176,0.9165017220593998,0.9472675425707662,0.8504670426174245,0.948015843903922,0.9079279996940408,0.9069170792067711,0.874902687338557,0.9431883117920813,1.0,0.9477232523227209,0.9677087236701121,0.9553992409542067,0.8729820083253217,0.9119801209025865
AP.2,0.9298018076566475,0.9152719979329326,0.9247732999026615,0.9345526288772431,0.9211977795653837,0.9475456581100152,0.924702475024805,0.9020718423580337,0.9418838218089108,0.9127819454969894,0.9372446295581883,0.8255320993545584,0.9229335803384142,0.932308336418877,0.9449023883478395,0.886042063187233,0.9491752752092483,0.9477232523227209,1.0,0.9543349673613567,0.9322848013049009,0.8552774789824598,0.9320843493596686
AP.3,0.9084309306473463,0.9252914397555493,0.9344385660065857,0.9196896990169776,0.9310133569702059,0.9478802669043495,0.9388186401819347,0.8781968669368558,0.939233427484957,0.9259613998978938,0.9477321739825589,0.8151841847830866,0.9303037670451695,0.899433034731651,0.9001362569828312,0.8584725512038546,0.9309300190910927,0.9677087236701121,0.9543349673613567,1.0,0.9534182226686557,0.8741984047452436,0.8901710357858212
AP.4,0.9102398724660501,0.9224345779678147,0.9270636620796221,0.9228327141175541,0.9002101448504286,0.9361093810582883,0.9295830958538029,0.8872132487947876,0.9457982340638964,0.9137093225279901,0.931962279377231,0.8320295573862734,0.9237969650455389,0.8968837612767612,0.9099431089567902,0.8779127656408393,0.9271867476013931,0.9553992409542067,0.9322848013049009,0.9534182226686557,1.0,0.8986683905584903,0.9153555860208298
AP.5,0.8602971873097333,0.8962954652584504,0.8673783292996843,0.8742453900554908,0.7877839390807817,0.8737154807765309,0.8798442145315587,0.8172984127311124,0.8851476501392642,0.8869480001238195,0.8630391306280614,0.7436001063045143,0.8617548842107955,0.8313436269838752,0.8363066392121326,0.8298047114854633,0.8607211268242458,0.8729820083253217,0.8552774789824598,0.8741984047452436,0.8986683905584903,1.0,0.8212870506361061
AP.6,0.8977684417198577,0.8718584387403407,0.8840560337852662,0.9047073741233986,0.8713022510290094,0.9000680279617513,0.8833192894320739,0.8979968349527719,0.9170336514675624,0.8599184150802929,0.8936542367292858,0.8444689681445379,0.8908282435019393,0.8870999351038059,0.9179628730387794,0.8744817778383944,0.9157010237082168,0.9119801209025865,0.9320843493596686,0.8901710357858212,0.9153555860208298,0.8212870506361061,1.0
